Canonicalized SMILES,Standardized SMILES,Canonicalized Taste,Source,IUPAC_name
COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)OC5OC(CO)C(O)C(O)C5O)CCC34C)C2(C)C)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)OC5OC(CO)C(O)C(O)C5O)CCC34C)C2(C)C)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,sweet,flavor_db,"methyl 6-[[4,4,6a,6b,11,11,14b-heptamethyl-8a-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4-dihydroxy-5-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2-carboxylate"
CC(O)C(NC(=O)CN)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,CC(O)C(NC(=O)CN)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,flavor_db,3-[[2-[(2-aminoacetyl)amino]-3-hydroxybutanoyl]amino]-4-[(1-carboxy-2-phenylethyl)amino]-4-oxobutanoic acid
CCOCCOCCOCCOCCO[P+]([O-])(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,CCOCCOCCOCCOCCO[P+]([O-])(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,sweet,flavor_db,"[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-[2-[2-[2-(2-ethoxyethoxy)ethoxy]ethoxy]ethoxy]phosphinic acid"
COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(N)C(C)C(=O)O,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(N)C(C)C(=O)O,sweet,flavor_db,3-amino-4-[[3-carboxy-1-[(1-methoxy-1-oxo-3-phenylpropan-2-yl)amino]-1-oxopropan-2-yl]amino]-2-methyl-4-oxobutanoic acid
CCOC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1,CCOC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1,sweet,chemtastes_db,4-[(1-ethoxy-1-oxopropan-2-yl)amino]-3-[(4-nitrophenyl)carbamoylamino]-4-oxobutanoic acid
OCC1OC(O)C(O)C(O)C1OC1OC(COCl)C(O)C(O)C1O,OCC1OC(O)C(O)C(O)C1OC1OC(COCl)C(O)C(O)C1O,sweet,flavor_db,"[3,4,5-trihydroxy-6-[4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-2-yl]methyl hypochlorite"
COc1ccc(C=CC(=O)c2c(OC)cc(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3O)cc2OC)cc1OC,COc1ccc(C=CC(=O)c2c(OC)cc(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3O)cc2OC)cc1OC,sweet,flavor_db,"3-(3,4-dimethoxyphenyl)-1-[2,6-dimethoxy-4-[3,4,5-trihydroxy-6-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxymethyl]oxan-2-yl]oxyphenyl]prop-2-en-1-one"
O=C(CC(O)CO)C(O)C(O)C(O)C(O)CO,O=C(CC(O)CO)C(O)C(O)C(O)C(O)CO,sweet,flavor_db,"1,2,5,6,7,8,9-heptahydroxynonan-4-one"
COc1cc(OC2OC(CO)C(O)C(O)C2O)c2c(=O)c3c(OC)c(O)ccc3oc2c1O,COc1cc(OC2OC(CO)C(O)C(O)C2O)c2c(=O)c3c(OC)c(O)ccc3oc2c1O,sweet,flavor_db,"2,5-dihydroxy-1,6-dimethoxy-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyxanthen-9-one"
CC(N)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NC(Cc1ccccc1)C(=O)O,CC(N)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,flavor_db,3-(2-aminopropanoylamino)-4-[[1-[(1-carboxy-2-phenylethyl)amino]-1-oxopropan-2-yl]amino]-4-oxobutanoic acid
CC=CC(=O)C1C(C)C=CCC1(C)C,CC=CC(=O)C1C(C)C=CCC1(C)C,sweet,flavor_db,"1-(2,6,6-trimethylcyclohex-3-en-1-yl)but-2-en-1-one"
OCC(O)C(O)C(O)CO,OCC(O)C(O)C(O)CO,sweet,chemtastes_db,"pentane-1,2,3,4,5-pentol"
CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,sweet,flavor_db,4-amino-2-[[2-[[2-[(2-amino-3-phenylpropanoyl)amino]-4-methylpentanoyl]amino]-3-methylpentanoyl]amino]-4-oxobutanoic acid
CC(C)OP1(=O)OC(C)C2OC(n3cnc4c(N)ncnc43)C(O)C2O1,CC(C)OP1(=O)OC(C)C2OC(n3cnc4c(N)ncnc43)C(O)C2O1,sweet,flavor_db,"6-(6-aminopurin-9-yl)-4-methyl-2-oxo-2-propan-2-yloxy-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-7-ol"
COC(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CC(C)C,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CC(C)C,sweet,flavor_db,methyl 2-[[2-[[2-[(2-amino-4-methylpentanoyl)amino]-4-methylpentanoyl]amino]-4-methylpentanoyl]amino]-3-phenylpropanoate
CCOC(=O)C(Cc1ccccc1)NC(=O)CC(=O)O,CCOC(=O)C(Cc1ccccc1)NC(=O)CC(=O)O,sweet,flavor_db,3-[(1-ethoxy-1-oxo-3-phenylpropan-2-yl)amino]-3-oxopropanoic acid
CC(=O)OC1C(O)C(C)OC(Oc2ccc(C(=O)C=Cc3ccc(O)c(O)c3)c(O)c2O)C1O,CC(=O)OC1C(O)C(C)OC(Oc2ccc(C(=O)C=Cc3ccc(O)c(O)c3)c(O)c2O)C1O,sweet,flavor_db,"[2-[4-[3-(3,4-dihydroxyphenyl)prop-2-enoyl]-2,3-dihydroxyphenoxy]-3,5-dihydroxy-6-methyloxan-4-yl] acetate"
CC(O)C(NC(=O)C(CO)NC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,CC(O)C(NC(=O)C(CO)NC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,flavor_db,3-amino-4-[[1-[[1-[(1-carboxy-2-phenylethyl)amino]-3-hydroxy-1-oxobutan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-4-oxobutanoic acid
OCC1OC(O)C(O)C(O)C1OC1OC(CO)C(O)C(OO)(OF)C1O,OCC1OC(O)C(O)C(O)C1OC1OC(CO)C(O)C(OO)(OF)C1O,sweet,flavor_db,"[4-hydroperoxy-3,5-dihydroxy-2-(hydroxymethyl)-6-[4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-4-yl] hypofluorite"
COC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)C(C)(C)N,COC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)C(C)(C)N,sweet,flavor_db,methyl 2-[[2-[(2-amino-2-methylpropanoyl)amino]-3-phenylpropanoyl]amino]-4-methylpentanoate
COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)CC(O)C4O)cc3O2)cc1O,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)CC(O)C4O)cc3O2)cc1O,sweet,flavor_db,"7-[3,4-dihydroxy-6-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxymethyl]oxan-2-yl]oxy-5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one"
CC(C)C(NC(=O)C(N)CC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,CC(C)C(NC(=O)C(N)CC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,flavor_db,"2-[[4-amino-2-[[2-[(2,4-diamino-4-oxobutanoyl)amino]-3-methylbutanoyl]amino]-4-oxobutanoyl]amino]-3-phenylpropanoic acid"
CC1(C)OCC2OC(OC3C(CO)OCC(O)C3O)C(O)C(O)C2O1,CC1(C)OCC2OC(OC3C(CO)OCC(O)C3O)C(O)C(O)C2O1,sweet,flavor_db,"6-[4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-2,2-dimethyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxine-7,8-diol"
CCOC(=O)C1NC1C(=O)NC(C=O)Cc1ccccc1,CCOC(=O)C1NC1C(=O)NC(C=O)Cc1ccccc1,sweet,flavor_db,ethyl 3-[(1-oxo-3-phenylpropan-2-yl)carbamoyl]aziridine-2-carboxylate
COc1c(-c2cc(O)c(O)c(OC3OCC(O)C(O)C3O)c2)oc2cc(O)cc(O)c2c1=O,COc1c(-c2cc(O)c(O)c(OC3OCC(O)C(O)C3O)c2)oc2cc(O)cc(O)c2c1=O,sweet,flavor_db,"2-[3,4-dihydroxy-5-(3,4,5-trihydroxyoxan-2-yl)oxyphenyl]-5,7-dihydroxy-3-methoxychromen-4-one"
OCC1OC(OCC2OC(OCC3CO3)C(O)C(O)C2O)C(O)C(O)C1O,OCC1OC(OCC2OC(OCC3CO3)C(O)C(O)C2O)C(O)C(O)C1O,sweet,flavor_db,"2-(hydroxymethyl)-6-[[3,4,5-trihydroxy-6-(oxiran-2-ylmethoxy)oxan-2-yl]methoxy]oxane-3,4,5-triol"
CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C7OC(O)(C(=O)O)C(OCC(=O)O)OC67)C(C)(C)C5CCC43C)C2C1,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C7OC(O)(C(=O)O)C(OCC(=O)O)OC67)C(C)(C)C5CCC43C)C2C1,sweet,flavor_db,"5-[[4,4,6a,6b,11,11,14b-heptamethyl-8a-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3-(carboxymethoxy)-2,8-dihydroxy-3,4a,5,7,8,8a-hexahydropyrano[3,4-b][1,4]dioxine-2,7-dicarboxylic acid"
CC(O)CC(O)C(O)CO,CC(O)CC(O)C(O)CO,sweet,flavor_db,"hexane-1,2,3,5-tetrol"
OCC1OC(OC2(O)CCC(O)C2O)C(O)C(O)C1O,OCC1OC(OC2(O)CCC(O)C2O)C(O)C(O)C1O,sweet,flavor_db,"2-(hydroxymethyl)-6-(1,2,3-trihydroxycyclopentyl)oxyoxane-3,4,5-triol"
OCC1OC(OC2(CF)OC(CO)C(O)C2O)C(O)C(O)C1O,OCC1OC(OC2(CF)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet,flavor_db,"2-[2-(fluoromethyl)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol"
CC(C)C(NC(=O)C(N)CC(=O)O)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,CC(C)C(NC(=O)C(N)CC(=O)O)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,flavor_db,"3-amino-4-[[1-[[4-amino-1-[(1-carboxy-2-phenylethyl)amino]-1,4-dioxobutan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-4-oxobutanoic acid"
Nc1cccc([N+](=O)[O-])c1,Nc1cccc([N+](=O)[O-])c1,sweet,chemtastes_db,3-nitroaniline
COOc1c(-c2ccc(O)c(O)c2)oc2cc(O)cc(OC3OC(CO)C(O)C(O)C3O)c2c1=O,COOc1c(-c2ccc(O)c(O)c2)oc2cc(O)cc(OC3OC(CO)C(O)C(O)C3O)c2c1=O,sweet,flavor_db,"2-(3,4-dihydroxyphenyl)-7-hydroxy-3-methylperoxy-5-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one"
CCC(C)C(N)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,CCC(C)C(N)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,sweet,flavor_db,4-amino-2-[[2-[[2-[(2-amino-3-methylpentanoyl)amino]acetyl]amino]-3-phenylpropanoyl]amino]-4-oxobutanoic acid
COC1CC2OC(C)(OC)C(C)(OC)OC2C(CO)O1,COC1CC2OC(C)(OC)C(C)(OC)OC2C(CO)O1,sweet,flavor_db,"(2,3,7-trimethoxy-2,3-dimethyl-5,7,8,8a-tetrahydro-4aH-pyrano[3,4-b][1,4]dioxin-5-yl)methanol"
CC=CC(=O)C1=C(C)C=CCC1(C)C,CC=CC(=O)C1=C(C)C=CCC1(C)C,sweet,flavor_db,"1-(2,6,6-trimethylcyclohexa-1,3-dien-1-yl)but-2-en-1-one"
O=C(O)Cc1ccccc1,O=C(O)Cc1ccccc1,sweet,flavor_db,2-phenylacetic acid
CC1OC(Oc2cc3oc(-c4ccc(O)c(O)c4)cc(=O)c3c(O)c2C2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,CC1OC(Oc2cc3oc(-c4ccc(O)c(O)c4)cc(=O)c3c(O)c2C2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,sweet,flavor_db,"2-(3,4-dihydroxyphenyl)-5-hydroxy-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-7-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxychromen-4-one"
OCC1(O)O[CH]C(O)C(O)C1O,OCC1(O)O[CH]C(O)C(O)C1O,sweet,flavor_db,"2-(hydroxymethyl)oxane-2,3,4,5-tetrol"
COC1(OC2OC(CO)C(O)C(O)C2O)OC(CO)C(O)C(O)C1O,COC1(OC2OC(CO)C(O)C(O)C2O)OC(CO)C(O)C(O)C1O,sweet,flavor_db,"6-(hydroxymethyl)-2-methoxy-2-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-3,4,5-triol"
CC(NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,CC(NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,flavor_db,"2-[2-[[2-[(2,4-diamino-4-oxobutanoyl)amino]-3-phenylpropanoyl]amino]propanoylamino]-3-phenylpropanoic acid"
OC1COC(OC2COC(OC3COC(O)C(O)C3O)C(O)C2O)C(O)C1O,OC1COC(OC2COC(OC3COC(O)C(O)C3O)C(O)C2O)C(O)C1O,sweet,flavor_db,"2-[4,5-dihydroxy-6-(4,5,6-trihydroxyoxan-3-yl)oxyoxan-3-yl]oxyoxane-3,4,5-triol"
Nc1ncnc2c1ncn2C1OC(C(O)OP(=O)(O)C(P(=O)(O)O)P(=O)(O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(C(O)OP(=O)(O)C(P(=O)(O)O)P(=O)(O)O)C(O)C1O,sweet,flavor_db,"[[[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]-hydroxymethoxy]-hydroxyphosphoryl]-phosphonomethyl]phosphonic acid"
Nc1nc(I)nc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,Nc1nc(I)nc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,sweet,flavor_db,"[5-(6-amino-2-iodopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate"
CCC(C)(N)C(=O)NC(Cc1ccccc1)C(=O)OC,CCC(C)(N)C(=O)NC(Cc1ccccc1)C(=O)OC,sweet,flavor_db,methyl 2-[(2-amino-2-methylbutanoyl)amino]-3-phenylpropanoate
COC1OC(CO)C(O)C(OC)C1O,COC1OC(CO)C(O)C(OC)C1O,sweet,flavor_db,"2-(hydroxymethyl)-4,6-dimethoxyoxane-3,5-diol"
CC1OC(OC2C(OC3COC(O)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O,CC1OC(OC2C(OC3COC(O)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet,flavor_db,"2-[4,5-dihydroxy-6-(hydroxymethyl)-2-(4,5,6-trihydroxyoxan-3-yl)oxyoxan-3-yl]oxy-6-methyloxane-3,4,5-triol"
CCCOc1ccc(NC(=O)Nc2ccc(OC)cc2)cc1,CCCOc1ccc(NC(=O)Nc2ccc(OC)cc2)cc1,sweet,flavor_db,1-(4-methoxyphenyl)-3-(4-propoxyphenyl)urea
CC1OC(OCC2OC(Oc3cc(O)c4c(c3)OC(c3ccc(O)c(O)c3)CC4=O)C(O)C(O)C2O)C(O)C(O)C1C,CC1OC(OCC2OC(Oc3cc(O)c4c(c3)OC(c3ccc(O)c(O)c3)CC4=O)C(O)C(O)C2O)C(O)C(O)C1C,sweet,flavor_db,"7-[6-[(3,4-dihydroxy-5,6-dimethyloxan-2-yl)oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5-hydroxy-2,3-dihydrochromen-4-one"
COCC(O)C(O)C(O)C(=O)CO,COCC(O)C(O)C(O)C(=O)CO,sweet,flavor_db,"1,3,4,5-tetrahydroxy-6-methoxyhexan-2-one"
CCCCCCCCCCCCCCCCOCC(COC1OC(CO)C(O)C(O)C1O)OC,CCCCCCCCCCCCCCCCOCC(COC1OC(CO)C(O)C(O)C1O)OC,sweet,flavor_db,"2-(3-hexadecoxy-2-methoxypropoxy)-6-(hydroxymethyl)oxane-3,4,5-triol"
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c(C3OC(OC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)c(O)c12,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c(C3OC(OC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)c(O)c12,sweet,flavor_db,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-6-[3,4,5-trihydroxy-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]chromen-4-one"
CCCC(C(=O)NCC(=O)OC)N1C(=O)CC1C(=O)NC(Cc1ccccc1)C(=O)OC,CCCC(C(=O)NCC(=O)OC)N1C(=O)CC1C(=O)NC(Cc1ccccc1)C(=O)OC,sweet,flavor_db,methyl 2-[[1-[1-[(2-methoxy-2-oxoethyl)amino]-1-oxopentan-2-yl]-4-oxoazetidine-2-carbonyl]amino]-3-phenylpropanoate
CC(Cc1ccc(O)cc1)NC(=O)C(N)CC(=O)O,CC(Cc1ccc(O)cc1)NC(=O)C(N)CC(=O)O,sweet,chemtastes_db,3-amino-4-[1-(4-hydroxyphenyl)propan-2-ylamino]-4-oxobutanoic acid
CCCCCCCCOC(=O)CC,CCCCCCCCOC(=O)CC,sweet,flavor_db,octyl propanoate
CCOC1CC=C(C=NO)CC1,CCOC1CC=C(C=NO)CC1,sweet,chemtastes_db,N-[(4-ethoxycyclohexen-1-yl)methylidene]hydroxylamine
COc1cc(OC2OC(CO)C(O)C(O)C2O)cc2oc(-c3cc(O)c(O)c(O)c3)c(O)c(=O)c12,COc1cc(OC2OC(CO)C(O)C(O)C2O)cc2oc(-c3cc(O)c(O)c(O)c3)c(O)c(=O)c12,sweet,flavor_db,"3-hydroxy-5-methoxy-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-(3,4,5-trihydroxyphenyl)chromen-4-one"
COc1cc(O)c2c(=O)c(OC3OC(CO)C(O)C(O)C3O)c(-c3ccc(O)c(OC)c3)oc2c1,COc1cc(O)c2c(=O)c(OC3OC(CO)C(O)C(O)C3O)c(-c3ccc(O)c(OC)c3)oc2c1,sweet,flavor_db,"5-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-7-methoxy-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one"
CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C(=O)O)C(O)C(O)C7(C)CCC56C)C4(C)CO)OC(C(=O)O)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O,CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C(=O)O)C(O)C(O)C7(C)CCC56C)C4(C)CO)OC(C(=O)O)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet,flavor_db,"6-[[11-carboxy-9,10-dihydroxy-4-(hydroxymethyl)-4,6a,6b,8a,11,14b-hexamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-5-[4,5-dihydroxy-6-(hydroxymethyl)-3-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyoxan-2-yl]oxy-3,4-dihydroxyoxane-2-carboxylic acid"
O=COCC(COC1OC(CO)C(O)C(O)C1O)OC=O,O=COCC(COC1OC(CO)C(O)C(O)C1O)OC=O,sweet,flavor_db,"[2-formyloxy-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxypropyl] formate"
CCCCCOC(=O)c1ccccc1O,CCCCCOC(=O)c1ccccc1O,sweet,flavor_db,pentyl 2-hydroxybenzoate
CC(C)CC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)O)C(C)C,CC(C)CC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)O)C(C)C,sweet,flavor_db,4-amino-2-[[2-[[2-[(2-amino-4-methylpentanoyl)amino]-3-phenylpropanoyl]amino]-3-methylbutanoyl]amino]-4-oxobutanoic acid
CCOC(=O)CC(Cc1ccccc1)NC(=O)C(N)CC(=O)O,CCOC(=O)CC(Cc1ccccc1)NC(=O)C(N)CC(=O)O,sweet,flavor_db,3-amino-4-[(4-ethoxy-4-oxo-1-phenylbutan-2-yl)amino]-4-oxobutanoic acid
NC(=O)Nc1ccc(Oc2ccc(N)cc2)cc1,NC(=O)Nc1ccc(Oc2ccc(N)cc2)cc1,sweet,flavor_db,[4-(4-aminophenoxy)phenyl]urea
CC(C)OC1OC(CO)C(OC(C)C)C(O)C1O,CC(C)OC1OC(CO)C(OC(C)C)C(O)C1O,sweet,flavor_db,"6-(hydroxymethyl)-2,5-di(propan-2-yloxy)oxane-3,4-diol"
Nc1ncnc2c1nc(NCC[NH3+])n2C1OC2COP(=O)([O-])OC2C1O,Nc1ncnc2c1nc(NCC[NH3+])n2C1OC2COP(=O)([O-])OC2C1O,sweet,flavor_db,"2-[[6-amino-9-(7-hydroxy-2-oxido-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-6-yl)purin-8-yl]amino]ethylazanium"
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(OC3OC(CO)C(OC4OCC(O)C(O)C4O)C(O)C3O)cc(O)c12,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(OC3OC(CO)C(OC4OCC(O)C(O)C4O)C(O)C3O)cc(O)c12,sweet,flavor_db,"7-[3,4-dihydroxy-6-(hydroxymethyl)-5-(3,4,5-trihydroxyoxan-2-yl)oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5-hydroxychromen-4-one"
CC(C)CC(NC(=O)C(CC(N)=O)NC(=O)C(Cc1ccccc1)NC(=O)CN)C(=O)O,CC(C)CC(NC(=O)C(CC(N)=O)NC(=O)C(Cc1ccccc1)NC(=O)CN)C(=O)O,sweet,flavor_db,2-[[4-amino-2-[[2-[(2-aminoacetyl)amino]-3-phenylpropanoyl]amino]-4-oxobutanoyl]amino]-4-methylpentanoic acid
O=C1N=S(=O)(O)c2ccccc21,O=C1N=S(=O)(O)c2ccccc21,sweet,flavor_db,"1-hydroxy-1-oxo-1,2-benzothiazol-3-one"
OCC1OC(OC2(COC3(O)OC(CO)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O,OCC1OC(OC2(COC3(O)OC(CO)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet,flavor_db,"2-[3,4-dihydroxy-5-(hydroxymethyl)-2-[[2,3,4-trihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxymethyl]oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol"
CC(C)C(NC(=O)CN)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,CC(C)C(NC(=O)CN)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,flavor_db,2-[[4-amino-2-[[2-[(2-aminoacetyl)amino]-3-methylbutanoyl]amino]-4-oxobutanoyl]amino]-3-phenylpropanoic acid
CC(C)=NOC1=NS(=O)(=O)c2ccccc21,CC(C)=NOC1=NS(=O)(=O)c2ccccc21,sweet,flavor_db,"N-[(1,1-dioxo-1,2-benzothiazol-3-yl)oxy]propan-2-imine"
OCC1OC(O)C(O)(OO)C(O)C1O,OCC1OC(O)C(O)(OO)C(O)C1O,sweet,flavor_db,"3-hydroperoxy-6-(hydroxymethyl)oxane-2,3,4,5-tetrol"
CCC(=O)OCC(CC)NC(=O)C(N)CC(=O)O,CCC(=O)OCC(CC)NC(=O)C(N)CC(=O)O,sweet,chemtastes_db,3-amino-4-oxo-4-(1-propanoyloxybutan-2-ylamino)butanoic acid
CCC(C)C(NC(=O)CN)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,CCC(C)C(NC(=O)CN)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,flavor_db,2-[[4-amino-2-[[2-[(2-aminoacetyl)amino]-3-methylpentanoyl]amino]-4-oxobutanoyl]amino]-3-phenylpropanoic acid
CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(C)=O)C(=O)NCC(=O)O,CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(C)=O)C(=O)NCC(=O)O,sweet,flavor_db,3-acetamido-4-[[1-[[1-(carboxymethylamino)-3-methyl-1-oxopentan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-4-oxobutanoic acid
OCC(O)C(O)C(O)C(O)COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,OCC(O)C(O)C(O)C(O)COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,sweet,flavor_db,"6-[3,4,5-trihydroxy-6-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxyhexane-1,2,3,4,5-pentol"
